사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
씨유 수원창룡대로점,경기도,수원시,경기도 수원시 장안구 창룡대로 201-1,경기도 수원시 장안구 연무동 245-39,37.29276135,127.0321967,2.04,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
세븐일레븐 수원행복점,경기도,수원시,경기도 수원시 장안구 서부로2181번길 20-1,경기도 수원시 장안구 율전동 104-6,37.30307606,126.9716689,6,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
스트리트 랩,경기도,수원시,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 333,37.29115659,126.9805545,10,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
하우에버,경기도,수원시,경기도 수원시 장안구 송원로 20,경기도 수원시 장안구 송죽동 517,37.29709458,127.006568,42.57,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
욜로PC방 수원정자점,경기도,수원시,경기도 수원시 장안구 수성로327번길 3,경기도 수원시 장안구 정자동 81-9,37.29235938,127.0076715,18,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
세븐일레븐 수원조원벽산점,경기도,수원시,경기도 수원시 장안구 조원로50번길 22,경기도 수원시 장안구 조원동 519-38,37.29842269,127.0202301,1.6,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
녹스PC 수원성균관대점,경기도,수원시,경기도 수원시 장안구 서부로2105번길 29,경기도 수원시 장안구 율전동 408-16,37.29681406,126.9685705,24.84,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
지에스25 율전탑점,경기도,수원시,경기도 수원시 장안구 율전로101번길 52,경기도 수원시 장안구 율전동 359,37.29885731,126.9661477,9.09,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
별초밥,경기도,수원시,경기도 수원시 장안구 경수대로976번길 22,경기도 수원시 장안구 조원동 881,37.30632759,127.0047182,7.2,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
지에스25 정자스카이점,경기도,수원시,경기도 수원시 장안구 장안로 92,경기도 수원시 장안구 정자동 48-8,37.29241196,127.0021515,4.5,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
츄앤츄츄러스,경기도,수원시,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 333,37.29115659,126.9805545,10,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
복호두 수원천천점,경기도,수원시,경기도 수원시 장안구 만석로19번길 11-7,경기도 수원시 장안구 천천동 528-3,37.29549615,126.9834305,44.4,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
세븐일레븐 수원성균관대점,경기도,수원시,경기도 수원시 장안구 화산로233번길 42,경기도 수원시 장안구 율전동 433-93,37.29798637,126.9701985,19.2,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
일월수목원카페데이지원,경기도,수원시,경기도 수원시 장안구 일월로 61,경기도 수원시 장안구 천천동 430,37.28795277,126.976439,132.82,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
써브웨이 수원정자점,경기도,수원시,경기도 수원시 장안구 정자천로173번길 11-7,경기도 수원시 장안구 정자동 878-11,37.29550448,126.9943313,103.69,031-271-3161,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
홈플러스북수원점 샐러드판매대,경기도,수원시,경기도 수원시 장안구 경수대로 930,경기도 수원시 장안구 조원동 896,37.30276736,127.0088091,18.13,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
홈플러스북수원점 데판야끼,경기도,수원시,경기도 수원시 장안구 경수대로 930,경기도 수원시 장안구 조원동 896,37.30276736,127.0088091,11.4,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
카페 보듬,경기도,수원시,경기도 수원시 장안구 대평로162번길 65,경기도 수원시 장안구 정자동 453,37.30321597,126.9921882,19.85,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
나나샐리,경기도,수원시,경기도 수원시 장안구 조원로89번길 31,경기도 수원시 장안구 조원동 766-11,37.29985419,127.0145568,43.2,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
세븐일레븐 연무베스트점,경기도,수원시,경기도 수원시 장안구 연무로7번길 25,경기도 수원시 장안구 연무동 248-15,37.29290027,127.0280248,4.25,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
지에스25 수원용수점,경기도,수원시,경기도 수원시 장안구 경수대로1044번길 9,경기도 수원시 장안구 파장동 469-34,37.30829778,126.9981242,6,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
디딜방아,경기도,수원시,경기도 수원시 장안구 경수대로976번길 22,경기도 수원시 장안구 조원동 881,37.30632759,127.0047182,9.43,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
수푸리,경기도,수원시,경기도 수원시 장안구 송정로59번길 27,경기도 수원시 장안구 송죽동 391-9,37.29713739,127.0043815,38.61,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
트럭떡볶이,경기도,수원시,경기도 수원시 장안구 파장로82번길 5-4,경기도 수원시 장안구 파장동 572-37,37.30695003,126.9920551,19.87,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
하얀스푼,경기도,수원시,경기도 수원시 장안구 파장천로 133,경기도 수원시 장안구 파장동 343-7,37.31535469,127.0019883,36.8,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
몽그르르,경기도,수원시,경기도 수원시 장안구 창룡대로 181,경기도 수원시 장안구 연무동 246-34,37.2923831,127.029776,40.25,031-245-0929,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
씨유 조원더샵점,경기도,수원시,경기도 수원시 장안구 송정로182번길 20,경기도 수원시 장안구 조원동 552-2,37.29786812,127.0166955,2,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
크로플데이,경기도,수원시,경기도 수원시 장안구 수성로275번길 133,경기도 수원시 장안구 정자동 29-1,37.29515445,126.9981067,33.96,031-252-3613,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
모브커피,경기도,수원시,경기도 수원시 장안구 덕영대로439번길 39-3,경기도 수원시 장안구 율전동 219-1,37.30258489,126.9712442,59.73,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
다또케이크,경기도,수원시,경기도 수원시 장안구 화산로 235,경기도 수원시 장안구 율전동 301-8,37.29971425,126.9706059,23.56,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
스타벅스 수원정자사거리DT점,경기도,수원시,경기도 수원시 장안구 수성로 291,경기도 수원시 장안구 정자동 79-7,37.29109604,127.0040683,495.06,1522-3232,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
세븐일레븐 수원파장로점,경기도,수원시,경기도 수원시 장안구 파장로 19,경기도 수원시 장안구 송죽동 277-26,37.30427547,126.9980641,7.2,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
지에스25 수원북문점,경기도,수원시,경기도 수원시 장안구 정조로921번길 27,경기도 수원시 장안구 영화동 331-2,37.2892054,127.0118732,7.85,031-244-8229,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
카페다움,경기도,수원시,경기도 수원시 장안구 서부로2126번길 9,경기도 수원시 장안구 율전동 288-4,37.29817977,126.9721796,95.7,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
지에스25 수원운동장점,경기도,수원시,경기도 수원시 장안구 송원로14번길 52,경기도 수원시 장안구 송죽동 389-1,37.29636608,127.0082144,4.5,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
소풍유가네김밥,경기도,수원시,경기도 수원시 장안구 팔달로 259,경기도 수원시 장안구 영화동 327-9,37.28906414,127.0133859,56.85,031-891-4169,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
세븐일레븐 수원임광점,경기도,수원시,경기도 수원시 장안구 수일로 205,경기도 수원시 장안구 조원동 912,37.3069599,127.0133862,1.8,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
투썸플레이스 수원성균관대점,경기도,수원시,경기도 수원시 장안구 서부로2105번길 13,경기도 수원시 장안구 율전동 408-8,37.2965291,126.9693843,293.35,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
장안건강카페샘,경기도,수원시,경기도 수원시 장안구 송원로 101,경기도 수원시 장안구 조원동 888,37.30402833,127.0103129,13.44,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
메가엠지씨커피 수원상률초점,경기도,수원시,경기도 수원시 장안구 덕영대로425번길 44,경기도 수원시 장안구 율전동 152-2,37.30301666,126.9701423,67.17,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
영주네,경기도,수원시,경기도 수원시 장안구 수일로104번길 21,경기도 수원시 장안구 송죽동 476-2,37.30842628,127.0015675,36.45,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
행복한찹쌀꽈배기 수원경기대점,경기도,수원시,경기도 수원시 장안구 광교산로 142,경기도 수원시 장안구 연무동 4-20,37.30013051,127.0307254,22.77,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
고은사랑방,경기도,수원시,경기도 수원시 장안구 대평로90번길 19,경기도 수원시 장안구 정자동 872-2,37.29713479,126.9937624,76.7,031-243-6100,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
베스킨라빈스 수원성대점,경기도,수원시,경기도 수원시 장안구 서부로 2119,경기도 수원시 장안구 율전동 433-117,37.29786226,126.9707765,79.92,031-278-5050,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
메가엠지씨커피 수원조원중앙점,경기도,수원시,경기도 수원시 장안구 금당로 32,경기도 수원시 장안구 조원동 730,37.30366037,127.0151628,51.54,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
세븐일레븐 수원정조로점,경기도,수원시,경기도 수원시 장안구 정조로981번길 13,경기도 수원시 장안구 정자동 6-1,37.2941235,127.0093153,7.8,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
이디야커피 한일타운점,경기도,수원시,경기도 수원시 장안구 송원로 113,경기도 수원시 장안구 조원동 288-7,37.30447376,127.0117932,68,031-242-1255,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
감성커피 수원장안점,경기도,수원시,경기도 수원시 장안구 정조로 979,경기도 수원시 장안구 정자동 2-1,37.29412211,127.0097738,41.4,031-258-0436,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
컴포즈커피 수원영화점,경기도,수원시,경기도 수원시 장안구 수성로 323,경기도 수원시 장안구 정자동 81-15,37.29227786,127.0074027,52.43,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
다움,경기도,수원시,경기도 수원시 장안구 천천로 100,경기도 수원시 장안구 천천동 516,37.30060512,126.9840731,223.94,031-271-6368,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
블루포트 성균관대점,경기도,수원시,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 585,37.29401434,126.9745794,15.05,,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
수원숭이,경기도,수원시,경기도 수원시 장안구 일월로76번길 10-3,경기도 수원시 장안구 천천동 385-32,37.2896471,126.9776025,34.02,070-8657-1918,경기도 수원시 장안구 환경위생과,031-5191-5143,2026-03-20,3740000,경기도 수원시
